t	kmh
68.7214	
68.7380	
68.7547	
68.7714	
68.7880	
68.8047	
68.8214	
68.8380	
68.8547	
68.8714	
68.8880	
68.9047	
68.9214	
68.9380	
68.9547	
68.9714	
68.9880	
69.0047	
69.0214	
69.0380	
69.0547	
69.0714	99
69.0880	
69.1047	100
69.1214	99
69.1380	89
69.1547	89
69.1714	80
69.1880	78
69.2047	77
69.2214	
69.2380	70
69.2547	70
69.2714	75
69.2880	70
69.3047	70
69.3214	75
69.3380	70
69.3547	70
69.3714	
69.3880	77
69.4047	77
69.4214	
69.4380	
69.4547	
69.4714	
69.4880	79
69.5047	79
69.5214	79
69.5380	
69.5547	
69.5714	
69.5880	
69.6047	
69.6214	
69.6380	
69.6547	
69.6714	99
69.6880	94
69.7047	
69.7214	
69.7380	
69.7547	
69.7714	
69.7880	
69.8047	
69.8214	
69.8380	
69.8547	
69.8714	
69.8880	
69.9047	
69.9214	
69.9380	
69.9547	
69.9714	
69.9880	
70.0047	94
70.0214	94
70.0380	
70.0547	
70.0714	
70.0880	
70.1047	
70.1214	
70.1380	97
70.1547	97
70.1714	
70.1880	
70.2047	97
70.2214	97
70.2380	97
70.2547	97
70.2714	
70.2880	
70.3047	
70.3214	
70.3380	
70.3547	
70.3714	
70.3880	
70.4047	
70.4214	
70.4380	
70.4547	99
70.4714	99
70.4880	99
70.5047	99
70.5214	99
70.5380	
70.5547	160
70.5714	160
70.5880	160
70.6047	160
70.6214	160
70.6380	160
70.6547	161
70.6714	161
70.6880	161
70.7047	161
70.7214	161
70.7380	161
70.7547	161
70.7714	161
70.7880	161
70.8047	161
70.8214	161
70.8380	161
70.8547	161
70.8714	161
70.8880	161
70.9047	161
70.9214	161
70.9380	160
70.9547	160
70.9714	
70.9880	
71.0047	
71.0214	
71.0380	97
71.0547	97
71.0714	
71.0880	
71.1047	
71.1214	
71.1380	
71.1547	94
71.1714	
71.1880	
71.2047	
71.2214	
71.2380	99
71.2547	
71.2714	
71.2880	
71.3047	
71.3214	
71.3380	
71.3547	
71.3714	
71.3880	
71.4047	
71.4214	
71.4380	
71.4547	
71.4714	
71.4880	
71.5047	
71.5214	
71.5380	
71.5547	
71.5714	
71.5880	
71.6047	
71.6214	
71.6380	
71.6547	
71.6714	
71.6880	
71.7047	
71.7214	
71.7380	
71.7547	
71.7714	
71.7880	
71.8047	
71.8214	
71.8380	
71.8547	160
71.8714	161
71.8880	161
71.9047	162
71.9214	162
71.9380	163
71.9547	164
71.9714	165
71.9880	165
72.0047	164
72.0214	160
72.0380	
72.0547	
72.0714	
72.0880	
72.1047	
72.1214	
72.1380	
72.1547	
72.1714	
72.1880	
72.2047	
72.2214	160
72.2380	162
72.2547	162
72.2714	162
72.2880	162
72.3047	162
72.3214	162
72.3380	162
72.3547	162
72.3714	162
72.3880	162
72.4047	162
72.4214	162
72.4380	162
72.4547	162
72.4714	162
72.4880	162
72.5047	162
72.5214	162
72.5380	163
72.5547	163
72.5714	163
72.5880	163
72.6047	
72.6214	
72.6380	
72.6547	
72.6714	
72.6880	
72.7047	
72.7214	
72.7380	
72.7547	4
72.7714	
72.7880	
72.8047	
72.8214	
72.8380	
72.8547	
72.8714	
72.8880	
72.9047	
72.9214	9
72.9380	9
72.9547	10
72.9714	10
72.9880	11
# 3341 of 4380 frames read
