#tmauto-artifact 1
#map_uid buNzfsVlp2NF2oWtHM3729dEylg
#map_sha256 17cfebb228862cc4fe3d6cbb81c80d59e5f87bca9bafb5c2aa5e4136a10d145b
#container_ticks 4200
#prefix 153
#declared_ms 41800
#declared_cps 20900,41800
#template wobble7919 gas=on ticks=9000
#tape_sha256 09cf59fff006646b8ea56f2a3fb21e8782d7a027d0013cc62af1fb6219513dba
#file_sha256 fa0b9e6648d3de2bc4ec8c16de7d3db16156e0d22e6e5c868700548507f08bba
#producer tmauto optimize
#parent d059e58e4d562f8390ef96c08ea3977242148d554d82b3cedcca57efd7eccc26
#parent_path /var/svcscm/persistent/private-30d/tm-autopilot/C2-drive/bank-summer01/summer01-finish-36698.artifact.tsv
#cut n/a
#macro_steer n/a
#note (1+lambda) hill climb on finish time, plain oracle only, no memory readout; server-simulated finish 36.618 at the moment of banking
tick	steer	gas	brake	respawn
2322	13	1	0	0
2323	13	1	0	0
2324	13	1	0	0
2325	13	1	0	0
2326	13	1	0	0
2327	13	1	0	0
2328	13	1	0	0
2329	13	1	0	0
2330	13	1	0	0
2331	13	1	0	0
2332	13	1	0	0
2333	13	1	0	0
2334	13	1	0	0
2335	13	1	0	0
2336	13	1	0	0
2337	13	1	0	0
2338	13	1	0	0
2339	13	1	0	0
2340	13	1	0	0
2341	13	1	0	0
2342	13	1	0	0
2343	13	1	0	0
2344	13	1	0	0
2345	13	1	0	0
2346	13	1	0	0
2347	13	1	0	0
2348	13	1	0	0
2349	13	1	0	0
2350	13	1	0	0
2351	13	1	0	0
2352	13	1	0	0
2353	13	1	0	0
2354	13	1	0	0
2355	13	1	0	0
2356	0	1	0	0
2357	0	1	0	0
2358	0	1	0	0
2359	0	1	0	0
2360	0	1	0	0
2361	0	1	0	0
2362	0	1	0	0
2363	0	1	0	0
2364	0	1	0	0
2365	0	1	0	0
2366	0	1	0	0
2367	0	1	0	0
2368	0	1	0	0
2369	0	1	0	0
2370	0	1	0	0
2371	0	1	0	0
2372	0	1	0	0
2373	0	1	0	0
2374	0	1	0	0
2375	0	1	0	0
2376	0	1	0	0
2377	0	1	0	0
2378	0	1	0	0
2379	0	1	0	0
2380	0	1	0	0
2381	0	1	0	0
2382	0	1	0	0
2383	0	1	0	0
2384	0	1	0	0
2385	-127	1	0	0
2386	-127	1	0	0
2387	-127	1	0	0
2388	-127	1	0	0
2389	-127	1	0	0
2390	-127	1	0	0
2391	-127	1	0	0
2392	-127	1	0	0
2393	-127	1	0	0
2394	-127	1	0	0
2395	-127	1	0	0
2396	-127	1	0	0
2397	-127	1	0	0
2398	-127	1	0	0
2399	-127	1	0	0
2400	-127	1	0	0
2401	-127	1	0	0
2402	-127	1	0	0
2403	-127	1	0	0
2404	-127	1	0	0
2405	-127	1	0	0
2406	-127	1	0	0
2407	-127	1	0	0
2408	-127	1	0	0
2409	-127	1	0	0
2410	-127	1	0	0
2411	-127	1	0	0
2412	-127	1	0	0
2413	-127	1	0	0
2414	-127	1	0	0
2415	-127	1	0	0
2416	-127	1	0	0
2417	-127	1	0	0
2418	-127	1	0	0
2419	-127	1	0	0
2420	-127	1	0	0
2421	-127	1	0	0
2422	-127	1	0	0
2423	-127	1	0	0
2424	-127	1	0	0
2425	-127	1	0	0
2426	-127	1	0	0
2427	-127	1	0	0
2428	-127	1	0	0
2429	-127	1	0	0
2430	-127	1	0	0
2431	-127	1	0	0
2432	-127	1	0	0
2433	0	1	0	0
2434	0	1	0	0
2435	0	1	0	0
2436	0	1	0	0
2437	0	1	0	0
2438	0	1	0	0
2439	0	1	0	0
2440	0	1	0	0
2441	0	1	0	0
2442	0	1	0	0
2443	0	1	0	0
2444	0	1	0	0
2445	127	1	0	0
2446	127	1	0	0
2447	127	1	0	0
2448	127	1	0	0
2449	127	1	0	0
2450	127	1	0	0
2451	127	1	0	0
2452	127	1	0	0
2453	127	1	0	0
2454	127	1	0	0
2455	127	1	0	0
2456	127	1	0	0
2457	127	1	0	0
2458	127	1	0	0
2459	127	1	0	0
2460	127	1	0	0
2461	127	1	0	0
2462	127	1	0	0
2463	127	1	0	0
2464	127	1	0	0
2465	127	1	0	0
2466	127	1	0	0
2467	127	1	0	0
2468	127	1	0	0
2469	-127	1	0	0
2470	-127	1	0	0
2471	-127	1	0	0
2472	-127	1	0	0
2473	-127	1	0	0
2474	-127	1	0	0
2475	-127	1	0	0
2476	-127	1	0	0
2477	-127	1	0	0
2478	-127	1	0	0
2479	-127	1	0	0
2480	-127	1	0	0
2481	-127	1	0	0
2482	-127	1	0	0
2483	-127	1	0	0
2484	-127	1	0	0
2485	-127	1	0	0
2486	-127	1	0	0
2487	-127	1	0	0
2488	-127	1	0	0
2489	-127	1	0	0
2490	-127	1	0	0
2491	-127	1	0	0
2492	-127	1	0	0
2493	0	1	0	0
2494	0	1	0	0
2495	0	1	0	0
2496	0	1	0	0
2497	0	1	0	0
2498	0	1	0	0
2499	0	1	0	0
2500	0	1	0	0
2501	0	1	0	0
2502	0	1	0	0
2503	0	1	0	0
2504	0	1	0	0
2505	0	1	0	0
2506	0	1	0	0
2507	0	1	0	0
2508	0	1	0	0
2509	0	1	0	0
2510	0	1	0	0
2511	0	1	0	0
2512	0	1	0	0
2513	0	1	0	0
2514	0	1	0	0
2515	0	1	0	0
2516	0	1	0	0
2517	0	1	0	0
2518	0	1	0	0
2519	0	1	0	0
2520	0	1	0	0
2521	0	1	0	0
2522	0	1	0	0
2523	0	1	0	0
2524	0	1	0	0
2525	0	1	0	0
2526	0	1	0	0
2527	0	1	0	0
2528	0	1	0	0
2529	0	1	0	0
2530	0	1	0	0
2531	0	1	0	0
2532	0	1	0	0
2533	0	1	0	0
2534	0	1	0	0
2535	0	1	0	0
2536	0	1	0	0
2537	0	1	0	0
2538	0	1	0	0
2539	0	1	0	0
2540	0	1	0	0
2541	0	1	0	0
2542	0	1	0	0
2543	0	1	0	0
2544	0	1	0	0
2545	0	1	0	0
2546	0	1	0	0
2547	0	1	0	0
2548	0	1	0	0
2549	0	1	0	0
2550	0	1	0	0
2551	0	1	0	0
2552	0	1	0	0
2553	0	1	0	0
2554	0	1	0	0
2555	0	1	0	0
2556	0	1	0	0
2557	0	1	0	0
2558	0	1	0	0
2559	0	1	0	0
2560	0	1	0	0
2561	0	1	0	0
2562	0	1	0	0
2563	0	1	0	0
2564	0	1	0	0
2565	-127	1	0	0
2566	-127	1	0	0
2567	-127	1	0	0
2568	-127	1	0	0
2569	-127	1	0	0
2570	-127	1	0	0
2571	-127	1	0	0
2572	-127	1	0	0
2573	-127	1	0	0
2574	-127	1	0	0
2575	-127	1	0	0
2576	-127	1	0	0
2577	-127	1	0	0
2578	-127	1	0	0
2579	-127	1	0	0
2580	-127	1	0	0
2581	-127	1	0	0
2582	-127	1	0	0
2583	-127	1	0	0
2584	-127	1	0	0
2585	-127	1	0	0
2586	-127	1	0	0
2587	-127	1	0	0
2588	-127	1	0	0
2589	-127	1	0	0
2590	-127	1	0	0
2591	-127	1	0	0
2592	-127	1	0	0
2593	-127	1	0	0
2594	-127	1	0	0
2595	-127	1	0	0
2596	-127	1	0	0
2597	-127	1	0	0
2598	-127	1	0	0
2599	-127	1	0	0
2600	-127	1	0	0
2601	-127	1	0	0
2602	-127	1	0	0
2603	-127	1	0	0
2604	-127	1	0	0
2605	-127	1	0	0
2606	-127	1	0	0
2607	-127	1	0	0
2608	-127	1	0	0
2609	-127	1	0	0
2610	-127	1	0	0
2611	-127	1	0	0
2612	-127	1	0	0
2613	-127	1	0	0
2614	-127	1	0	0
2615	-127	1	0	0
2616	-127	1	0	0
2617	-127	1	0	0
2618	-127	1	0	0
2619	-127	1	0	0
2620	-127	1	0	0
2621	-127	1	0	0
2622	-127	1	0	0
2623	-127	1	0	0
2624	-127	1	0	0
2625	-127	1	0	0
2626	-127	1	0	0
2627	-127	1	0	0
2628	-127	1	0	0
2629	-127	1	0	0
2630	-127	1	0	0
2631	-127	1	0	0
2632	-127	1	0	0
2633	-127	1	0	0
2634	-127	1	0	0
2635	-127	1	0	0
2636	-127	1	0	0
2637	127	1	0	0
2638	127	1	0	0
2639	127	1	0	0
2640	127	1	0	0
2641	127	1	0	0
2642	127	1	0	0
2643	127	1	0	0
2644	127	1	0	0
2645	127	1	0	0
2646	127	1	0	0
2647	127	1	0	0
2648	127	1	0	0
2649	-127	1	0	0
2650	-127	1	0	0
2651	-127	1	0	0
2652	-127	1	0	0
2653	-127	1	0	0
2654	-127	1	0	0
2655	-127	1	0	0
2656	-127	1	0	0
2657	-127	1	0	0
2658	-127	1	0	0
2659	-127	1	0	0
2660	-127	1	0	0
2661	127	1	0	0
2662	127	1	0	0
2663	127	1	0	0
2664	127	1	0	0
2665	127	1	0	0
2666	127	1	0	0
2667	127	1	0	0
2668	127	1	0	0
2669	127	1	0	0
2670	127	1	0	0
2671	127	1	0	0
2672	127	1	0	0
2673	0	1	0	0
2674	0	1	0	0
2675	0	1	0	0
2676	0	1	0	0
2677	0	1	0	0
2678	0	1	0	0
2679	0	1	0	0
2680	0	1	0	0
2681	0	1	0	0
2682	0	1	0	0
2683	0	1	0	0
2684	0	1	0	0
2685	0	1	0	0
2686	0	1	0	0
2687	0	1	0	0
2688	0	1	0	0
2689	0	1	0	0
2690	0	1	0	0
2691	0	1	0	0
2692	0	1	0	0
2693	0	1	0	0
2694	0	1	0	0
2695	0	1	0	0
2696	0	1	0	0
2697	0	1	0	0
2698	0	1	0	0
2699	0	1	0	0
2700	0	1	0	0
2701	0	1	0	0
2702	0	1	0	0
2703	0	1	0	0
2704	0	1	0	0
2705	0	1	0	0
2706	0	1	0	0
2707	0	1	0	0
2708	0	1	0	0
2709	0	1	0	0
2710	0	1	0	0
2711	0	1	0	0
2712	0	1	0	0
2713	0	1	0	0
2714	0	1	0	0
2715	0	1	0	0
2716	0	1	0	0
2717	0	1	0	0
2718	0	1	0	0
2719	0	1	0	0
2720	0	1	0	0
2721	0	1	0	0
2722	0	1	0	0
2723	0	1	0	0
2724	0	1	0	0
2725	0	1	0	0
2726	0	1	0	0
2727	0	1	0	0
2728	0	1	0	0
2729	0	1	0	0
2730	0	1	0	0
2731	0	1	0	0
2732	0	1	0	0
2733	0	1	0	0
2734	0	1	0	0
2735	0	1	0	0
2736	0	1	0	0
2737	0	1	0	0
2738	0	1	0	0
2739	0	1	0	0
2740	0	1	0	0
2741	0	1	0	0
2742	0	1	0	0
2743	0	1	0	0
2744	0	1	0	0
2745	0	1	0	0
2746	0	1	0	0
2747	0	1	0	0
2748	0	1	0	0
2749	0	1	0	0
2750	0	1	0	0
2751	0	1	0	0
2752	0	1	0	0
2753	0	1	0	0
2754	0	1	0	0
2755	0	1	0	0
2756	0	1	0	0
2757	0	1	0	0
2758	0	1	0	0
2759	0	1	0	0
2760	0	1	0	0
2761	0	1	0	0
2762	0	1	0	0
2763	0	1	0	0
2764	0	1	0	0
2765	0	1	0	0
2766	0	1	0	0
2767	0	1	0	0
2768	0	1	0	0
2769	0	1	0	0
2770	0	1	0	0
2771	0	1	0	0
2772	0	1	0	0
2773	0	1	0	0
2774	0	1	0	0
2775	0	1	0	0
2776	0	1	0	0
2777	0	1	0	0
2778	-27	1	0	0
2779	-27	1	0	0
2780	-27	1	0	0
2781	-27	1	0	0
2782	0	1	0	0
2783	0	1	0	0
2784	0	1	0	0
2785	0	1	0	0
2786	0	1	0	0
2787	0	1	0	0
2788	0	1	0	0
2789	0	1	0	0
2790	0	1	0	0
2791	0	1	0	0
2792	0	1	0	0
2793	0	1	0	0
2794	0	1	0	0
2795	0	1	0	0
2796	0	1	0	0
2797	0	1	0	0
2798	0	1	0	0
2799	0	1	0	0
2800	0	1	0	0
2801	0	1	0	0
2802	0	1	0	0
2803	0	1	0	0
2804	0	1	0	0
2805	0	1	0	0
2806	0	1	0	0
2807	0	1	0	0
2808	0	1	0	0
2809	0	1	0	0
2810	0	1	0	0
2811	0	1	0	0
2812	0	1	0	0
2813	0	1	0	0
2814	0	1	0	0
2815	0	1	0	0
2816	0	1	0	0
2817	0	1	0	0
2818	0	1	0	0
2819	0	1	0	0
2820	0	1	0	0
2821	0	1	0	0
2822	0	1	0	0
2823	0	1	0	0
2824	0	1	0	0
2825	0	1	0	0
2826	0	1	0	0
2827	0	1	0	0
2828	0	1	0	0
2829	-127	1	0	0
2830	-127	1	0	0
2831	-127	1	0	0
2832	-127	1	0	0
2833	-127	1	0	0
2834	-127	1	0	0
2835	-127	1	0	0
2836	-127	1	0	0
2837	-127	1	0	0
2838	-127	1	0	0
2839	-127	1	0	0
2840	-127	1	0	0
2841	-127	1	0	0
2842	-127	1	0	0
2843	-127	1	0	0
2844	-127	1	0	0
2845	-127	1	0	0
2846	-127	1	0	0
2847	-127	1	0	0
2848	-127	1	0	0
2849	-127	1	0	0
2850	-127	1	0	0
2851	-127	1	0	0
2852	-127	1	0	0
2853	-127	1	0	0
2854	-127	1	0	0
2855	-127	1	0	0
2856	-127	1	0	0
2857	-127	1	0	0
2858	-127	1	0	0
2859	-127	1	0	0
2860	-127	1	0	0
2861	-127	1	0	0
2862	-127	1	0	0
2863	-127	1	0	0
2864	-127	1	0	0
2865	-127	1	0	0
2866	-127	1	0	0
2867	-127	1	0	0
2868	-127	1	0	0
2869	-127	1	0	0
2870	-127	1	0	0
2871	-127	1	0	0
2872	-127	1	0	0
2873	-127	1	0	0
2874	-127	1	0	0
2875	-127	1	0	0
2876	-127	1	0	0
2877	-127	1	0	0
2878	-127	1	0	0
2879	-127	1	0	0
2880	-127	1	0	0
2881	-127	1	0	0
2882	-127	1	0	0
2883	-127	1	0	0
2884	-127	1	0	0
2885	6	1	0	0
2886	6	1	0	0
2887	6	1	0	0
2888	6	1	0	0
2889	6	1	0	0
2890	6	1	0	0
2891	6	1	0	0
2892	6	1	0	0
2893	6	1	0	0
2894	6	1	0	0
2895	6	1	0	0
2896	6	1	0	0
2897	6	1	0	0
2898	6	1	0	0
2899	6	1	0	0
2900	-23	1	0	0
2901	-23	1	0	0
2902	-23	1	0	0
2903	-23	1	0	0
2904	-23	1	0	0
2905	-23	1	0	0
2906	-23	1	0	0
2907	-23	1	0	0
2908	-23	1	0	0
2909	-23	1	0	0
2910	-23	1	0	0
2911	-23	1	0	0
2912	-23	1	0	0
2913	-23	1	0	0
2914	-23	1	0	0
2915	-23	1	0	0
2916	-23	1	0	0
2917	-23	1	0	0
2918	-23	1	0	0
2919	-23	1	0	0
2920	-23	1	0	0
2921	-23	1	0	0
2922	-23	1	0	0
2923	-23	1	0	0
2924	-23	1	0	0
2925	-23	1	0	0
2926	-23	1	0	0
2927	-23	1	0	0
2928	-23	1	0	0
2929	-23	1	0	0
2930	-23	1	0	0
2931	-23	1	0	0
2932	-23	1	0	0
2933	-23	1	0	0
2934	-23	1	0	0
2935	-23	1	0	0
2936	-23	1	0	0
2937	-23	1	0	0
2938	-23	1	0	0
2939	-23	1	0	0
2940	-23	1	0	0
2941	-23	1	0	0
2942	-23	1	0	0
2943	-23	1	0	0
2944	-23	1	0	0
2945	-23	1	0	0
2946	-23	1	0	0
2947	-23	1	0	0
2948	-23	1	0	0
2949	-23	1	0	0
2950	-23	1	0	0
2951	-23	1	0	0
2952	-23	1	0	0
2953	-23	1	0	0
2954	-23	1	0	0
2955	-23	1	0	0
2956	-23	1	0	0
2957	-23	1	0	0
2958	-23	1	0	0
2959	-23	1	0	0
2960	-23	1	0	0
2961	-23	1	0	0
2962	-23	1	0	0
2963	-23	1	0	0
2964	-23	1	0	0
2965	-23	1	0	0
2966	-23	1	0	0
2967	-23	1	0	0
2968	-23	1	0	0
2969	-23	1	0	0
2970	-23	1	0	0
2971	-23	1	0	0
2972	-23	1	0	0
2973	-23	1	0	0
2974	-23	1	0	0
2975	-23	1	0	0
2976	-23	1	0	0
2977	-23	1	0	0
2978	-23	1	0	0
2979	-23	1	0	0
2980	-23	1	0	0
2981	-23	1	0	0
2982	-60	1	0	0
2983	-60	1	0	0
2984	-60	1	0	0
2985	-60	1	0	0
2986	-60	1	0	0
2987	-60	1	0	0
2988	-60	1	0	0
2989	-60	1	0	0
2990	-60	1	0	0
2991	-60	1	0	0
2992	-60	1	0	0
2993	-60	1	0	0
2994	-60	1	0	0
2995	-60	1	0	0
2996	-60	1	0	0
2997	-60	1	0	0
2998	-60	1	0	0
2999	-60	1	0	0
3000	-60	1	0	0
3001	-60	1	0	0
3002	-60	1	0	0
3003	-60	1	0	0
3004	-60	1	0	0
3005	-60	1	0	0
3006	-60	1	0	0
3007	-60	1	0	0
3008	-60	1	0	0
3009	-60	1	0	0
3010	-60	1	0	0
3011	-60	1	0	0
3012	-60	1	0	0
3013	-60	1	0	0
3014	-60	1	0	0
3015	-60	1	0	0
3016	-60	1	0	0
3017	-60	1	0	0
3018	-60	1	0	0
3019	-60	1	0	0
3020	-60	1	0	0
3021	-60	1	0	0
3022	-60	1	0	0
3023	-60	1	0	0
3024	-60	1	0	0
3025	-60	1	0	0
3026	-60	1	0	0
3027	-60	1	0	0
3028	-60	1	0	0
3029	-60	1	0	0
3030	-60	1	0	0
3031	-60	1	0	0
3032	-60	1	0	0
3033	-60	1	0	0
3034	-60	1	0	0
3035	-60	1	0	0
3036	-60	1	0	0
3037	-60	1	0	0
3038	-60	1	0	0
3039	-60	1	0	0
3040	-60	1	0	0
3041	-60	1	0	0
3042	-60	1	0	0
3043	-60	1	0	0
3044	-60	1	0	0
3045	-60	1	0	0
3046	-60	1	0	0
3047	-60	1	0	0
3048	-60	1	0	0
3049	-60	1	0	0
3050	-60	1	0	0
3051	-60	1	0	0
3052	-60	1	0	0
3053	-60	1	0	0
3054	-60	1	0	0
3055	-60	1	0	0
3056	-60	1	0	0
3057	-60	1	0	0
3058	-60	1	0	0
3059	-60	1	0	0
3060	-60	1	0	0
3061	-60	1	0	0
3062	-60	1	0	0
3063	-60	1	0	0
3064	-60	1	0	0
3065	-60	1	0	0
3066	-60	1	0	0
3067	-60	1	0	0
3068	-60	1	0	0
3069	-60	1	0	0
3070	-60	1	0	0
3071	-60	1	0	0
3072	-60	1	0	0
3073	-60	1	0	0
3074	-60	1	0	0
3075	-60	1	0	0
3076	-60	1	0	0
3077	-60	1	0	0
3078	-60	1	0	0
3079	-60	1	0	0
3080	-60	1	0	0
3081	-60	1	0	0
3082	-60	1	0	0
3083	-60	1	0	0
3084	-60	1	0	0
3085	-60	1	0	0
3086	-60	1	0	0
3087	-60	1	0	0
3088	-60	1	0	0
3089	-60	1	0	0
3090	-60	1	0	0
3091	-60	1	0	0
3092	-60	1	0	0
3093	-60	1	0	0
3094	-60	1	0	0
3095	-60	1	0	0
3096	-60	1	0	0
3097	-60	1	0	0
3098	-60	1	0	0
3099	-60	1	0	0
3100	-60	1	0	0
3101	-60	1	0	0
3102	-60	1	0	0
3103	-60	1	0	0
3104	-60	1	0	0
3105	0	1	0	0
3106	0	1	0	0
3107	0	1	0	0
3108	0	1	0	0
3109	0	1	0	0
3110	0	1	0	0
3111	-8	1	0	0
3112	-8	1	0	0
3113	-8	1	0	0
3114	-8	1	0	0
3115	-8	1	0	0
3116	-8	1	0	0
3117	-8	1	0	0
3118	-8	1	0	0
3119	-8	1	0	0
3120	-8	1	0	0
3121	-8	1	0	0
3122	-8	1	0	0
3123	-8	1	0	0
3124	-8	1	0	0
3125	-8	1	0	0
3126	-8	1	0	0
3127	-8	1	0	0
3128	-8	1	0	0
3129	-8	1	0	0
3130	-8	1	0	0
3131	-8	1	0	0
3132	-8	1	0	0
3133	-8	1	0	0
3134	-8	1	0	0
3135	-8	1	0	0
3136	-8	1	0	0
3137	-8	1	0	0
3138	-8	1	0	0
3139	-8	1	0	0
3140	-8	1	0	0
3141	-8	1	0	0
3142	-8	1	0	0
3143	-8	1	0	0
3144	-8	1	0	0
3145	-8	1	0	0
3146	-8	1	0	0
3147	-8	1	0	0
3148	-8	1	0	0
3149	-8	1	0	0
3150	-8	1	0	0
3151	-8	1	0	0
3152	-8	1	0	0
3153	-8	1	0	0
3154	0	1	0	0
3155	0	1	0	0
3156	0	1	0	0
3157	0	1	0	0
3158	0	1	0	0
3159	0	1	0	0
3160	0	1	0	0
3161	0	1	0	0
3162	0	1	0	0
3163	0	1	0	0
3164	0	1	0	0
3165	0	1	0	0
3166	0	1	0	0
3167	0	1	0	0
3168	0	1	0	0
3169	0	1	0	0
3170	0	1	0	0
3171	0	1	0	0
3172	0	1	0	0
3173	0	1	0	0
3174	0	1	0	0
3175	0	1	0	0
3176	0	1	0	0
3177	0	1	0	0
3178	0	1	0	0
3179	0	1	0	0
3180	0	1	0	0
3181	0	1	0	0
3182	0	1	0	0
3183	0	1	0	0
3184	0	1	0	0
3185	0	1	0	0
3186	0	1	0	0
3187	0	1	0	0
3188	0	1	0	0
3189	0	1	0	0
3190	0	1	0	0
3191	0	1	0	0
3192	0	1	0	0
3193	0	1	0	0
3194	0	1	0	0
3195	0	1	0	0
3196	0	1	0	0
3197	0	1	0	0
3198	0	1	0	0
3199	0	1	0	0
3200	0	1	0	0
3201	0	1	0	0
3202	0	1	0	0
3203	0	1	0	0
3204	0	1	0	0
3205	0	1	0	0
3206	0	1	0	0
3207	0	1	0	0
3208	0	1	0	0
3209	0	1	0	0
3210	0	1	0	0
3211	0	1	0	0
3212	0	1	0	0
3213	0	1	0	0
3214	0	1	0	0
3215	0	1	0	0
3216	0	1	0	0
3217	0	1	0	0
3218	0	1	0	0
3219	0	1	0	0
3220	0	1	0	0
3221	0	1	0	0
3222	0	1	0	0
3223	0	1	0	0
3224	0	1	0	0
3225	0	1	0	0
3226	0	1	0	0
3227	0	1	0	0
3228	0	1	0	0
3229	0	1	0	0
3230	0	1	0	0
3231	0	1	0	0
3232	0	1	0	0
3233	0	1	0	0
3234	0	1	0	0
3235	0	1	0	0
3236	0	1	0	0
3237	0	1	0	0
3238	0	1	0	0
3239	0	1	0	0
3240	0	1	0	0
3241	0	1	0	0
3242	0	1	0	0
3243	0	1	0	0
3244	0	1	0	0
3245	0	1	0	0
3246	0	1	0	0
3247	0	1	0	0
3248	0	1	0	0
3249	0	1	0	0
3250	0	1	0	0
3251	0	1	0	0
3252	0	1	0	0
3253	0	1	0	0
3254	0	1	0	0
3255	0	1	0	0
3256	0	1	0	0
3257	0	1	0	0
3258	0	1	0	0
3259	0	1	0	0
3260	0	1	0	0
3261	0	1	0	0
3262	0	1	0	0
3263	0	1	0	0
3264	0	1	0	0
3265	0	1	0	0
3266	0	1	0	0
3267	0	1	0	0
3268	0	1	0	0
3269	0	1	0	0
3270	0	1	0	0
3271	0	1	0	0
3272	0	1	0	0
3273	0	1	0	0
3274	0	1	0	0
3275	0	1	0	0
3276	0	1	0	0
3277	0	1	0	0
3278	0	1	0	0
3279	0	1	0	0
3280	0	1	0	0
3281	0	1	0	0
3282	0	1	0	0
3283	0	1	0	0
3284	0	1	0	0
3285	0	1	0	0
3286	0	1	0	0
3287	0	1	0	0
3288	0	1	0	0
3289	0	1	0	0
3290	0	1	0	0
3291	0	1	0	0
3292	0	1	0	0
3293	0	1	0	0
3294	0	1	0	0
3295	0	1	0	0
3296	0	1	0	0
3297	0	1	0	0
3298	0	1	0	0
3299	0	1	0	0
3300	0	1	0	0
3301	0	1	0	0
3302	0	1	0	0
3303	0	1	0	0
3304	0	1	0	0
3305	0	1	0	0
3306	0	1	0	0
3307	0	1	0	0
3308	0	1	0	0
3309	0	1	0	0
3310	0	1	0	0
3311	0	1	0	0
3312	0	1	0	0
3313	0	1	0	0
3314	0	1	0	0
3315	0	1	0	0
3316	0	1	0	0
3317	0	1	0	0
3318	0	1	0	0
3319	0	1	0	0
3320	0	1	0	0
3321	0	1	0	0
3322	0	1	0	0
3323	0	1	0	0
3324	0	1	0	0
3325	0	1	0	0
3326	0	1	0	0
3327	0	1	0	0
3328	0	1	0	0
3329	0	1	0	0
3330	0	1	0	0
3331	0	1	0	0
3332	0	1	0	0
3333	0	1	0	0
3334	0	1	0	0
3335	0	1	0	0
3336	0	1	0	0
3337	0	1	0	0
3338	0	1	0	0
3339	0	1	0	0
3340	0	1	0	0
3341	0	1	0	0
3342	0	1	0	0
3343	0	1	0	0
3344	0	1	0	0
3345	0	1	0	0
3346	0	1	0	0
3347	0	1	0	0
3348	0	1	0	0
3349	0	1	0	0
3350	0	1	0	0
3351	0	1	0	0
3352	0	1	0	0
3353	0	1	0	0
3354	0	1	0	0
3355	0	1	0	0
3356	0	1	0	0
3357	0	1	0	0
3358	0	1	0	0
3359	0	1	0	0
3360	0	1	0	0
3361	0	1	0	0
3362	0	1	0	0
3363	0	1	0	0
3364	0	1	0	0
3365	0	1	0	0
3366	0	1	0	0
3367	0	1	0	0
3368	0	1	0	0
3369	0	1	0	0
3370	0	1	0	0
3371	0	1	0	0
3372	0	1	0	0
3373	0	1	0	0
3374	0	1	0	0
3375	0	1	0	0
3376	0	1	0	0
3377	0	1	0	0
3378	0	1	0	0
3379	0	1	0	0
3380	0	1	0	0
3381	0	1	0	0
3382	0	1	0	0
3383	0	1	0	0
3384	0	1	0	0
3385	0	1	0	0
3386	0	1	0	0
3387	0	1	0	0
3388	0	1	0	0
3389	0	1	0	0
3390	0	1	0	0
3391	0	1	0	0
3392	0	1	0	0
3393	0	1	0	0
3394	0	1	0	0
3395	0	1	0	0
3396	0	1	0	0
3397	0	1	0	0
3398	0	1	0	0
3399	0	1	0	0
3400	0	1	0	0
3401	0	1	0	0
3402	0	1	0	0
3403	0	1	0	0
3404	0	1	0	0
3405	0	1	0	0
3406	0	1	0	0
3407	0	1	0	0
3408	0	1	0	0
3409	0	1	0	0
3410	0	1	0	0
3411	0	1	0	0
3412	0	1	0	0
3413	0	1	0	0
3414	0	1	0	0
3415	0	1	0	0
3416	0	1	0	0
3417	0	1	0	0
3418	0	1	0	0
3419	0	1	0	0
3420	0	1	0	0
3421	0	1	0	0
3422	0	1	0	0
3423	0	1	0	0
3424	0	1	0	0
3425	0	1	0	0
3426	0	1	0	0
3427	0	1	0	0
3428	0	1	0	0
3429	0	1	0	0
3430	0	1	0	0
3431	0	1	0	0
3432	0	1	0	0
3433	0	1	0	0
3434	0	1	0	0
3435	0	1	0	0
3436	0	1	0	0
3437	0	1	0	0
3438	0	1	0	0
3439	0	1	0	0
3440	0	1	0	0
3441	0	1	0	0
3442	0	1	0	0
3443	0	1	0	0
3444	0	1	0	0
3445	0	1	0	0
3446	0	1	0	0
3447	0	1	0	0
3448	0	1	0	0
3449	0	1	0	0
3450	0	1	0	0
3451	0	1	0	0
3452	0	1	0	0
3453	0	1	0	0
3454	0	1	0	0
3455	0	1	0	0
3456	0	1	0	0
3457	0	1	0	0
3458	0	1	0	0
3459	0	1	0	0
3460	0	1	0	0
3461	0	1	0	0
3462	0	1	0	0
3463	0	1	0	0
3464	0	1	0	0
3465	0	1	0	0
3466	0	1	0	0
3467	0	1	0	0
3468	0	1	0	0
3469	0	1	0	0
3470	0	1	0	0
3471	0	1	0	0
3472	0	1	0	0
3473	0	1	0	0
3474	0	1	0	0
3475	0	1	0	0
3476	0	1	0	0
3477	0	1	0	0
3478	0	1	0	0
3479	0	1	0	0
3480	0	1	0	0
3481	0	1	0	0
3482	0	1	0	0
3483	0	1	0	0
3484	0	1	0	0
3485	0	1	0	0
3486	0	1	0	0
3487	0	1	0	0
3488	0	1	0	0
3489	0	1	0	0
3490	0	1	0	0
3491	0	1	0	0
3492	0	1	0	0
3493	0	1	0	0
3494	0	1	0	0
3495	0	1	0	0
3496	0	1	0	0
3497	0	1	0	0
3498	0	1	0	0
3499	0	1	0	0
3500	0	1	0	0
3501	0	1	0	0
3502	0	1	0	0
3503	0	1	0	0
3504	0	1	0	0
3505	0	1	0	0
3506	0	1	0	0
3507	0	1	0	0
3508	0	1	0	0
3509	0	1	0	0
